Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Finish Line,1666666,12/15/2020,West,Nevada,Reno,Men's Athletic Footwear,96.71,78,7543.38,2743.53,36.37,Outlet
Kohl's,1444444,12/15/2020,Southeast,Virginia,Virginia Beach,Women's Street Footwear,111.39,185,20607.15,8407.72,40.8,Online
Sports Direct,1333333,12/15/2020,Northeast,New Jersey,Newark,Women's Street Footwear,83.39,333,27768.87,10963.15,39.48,In-Store
West Gear,1555555,12/15/2020,Southeast,Tennessee,Memphis,Women's Athletic Footwear,98.74,237,23401.38,9772.42,41.76,In-Store
Kohl's,1444444,12/15/2020,Northeast,Massachusetts,Worcester,Men's Apparel,40.18,719,28889.42,11879.33,41.12,Online
Sports Direct,1333333,12/15/2020,West,Oregon,Eugene,Women's Street Footwear,74.88,607,45452.16,21407.97,47.1,In-Store
Kohl's,1444444,12/15/2020,West,Washington,Spokane,Men's Athletic Footwear,81.74,596,48717.04,16125.34,33.1,Outlet
Foot Locker,1000000,12/15/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,93.44,548,51205.12,17179.32,33.55,In-Store
Finish Line,1666666,12/15/2021,Southeast,Georgia,Savannah,Women's Street Footwear,109.25,710,77567.5,31546.7,40.67,In-Store
West Gear,1555555,12/15/2021,West,California,San Diego,Women's Street Footwear,106.41,667,70975.47,27751.41,39.1,Outlet
Amazon,1111111,12/15/2021,Southeast,Virginia,Richmond,Men's Apparel,56.2,536,30123.2,9943.67,33.01,Outlet
Finish Line,1666666,12/15/2021,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,89.73,173,15523.29,5389.69,34.72,In-Store
Amazon,1111111,12/15/2021,Northeast,New Jersey,Jersey City,Women's Apparel,67.79,250,16947.5,8033.11,47.4,In-Store
West Gear,1555555,12/15/2021,Northeast,New Jersey,Jersey City,Women's Street Footwear,76.37,247,18863.39,8279.14,43.89,Online
Kohl's,1444444,12/15/2021,West,Oregon,Portland,Men's Apparel,65.26,411,26821.86,9830.21,36.65,In-Store
Walmart,1222222,12/15/2021,Northeast,New York,Buffalo,Women's Athletic Footwear,75.77,397,30080.69,15007.26,49.89,Online
Sports Direct,1333333,12/15/2021,South,Oklahoma,Tulsa,Women's Athletic Footwear,112.82,709,79989.38,29028.15,36.29,In-Store
Foot Locker,1000000,12/15/2021,West,Washington,Seattle,Women's Street Footwear,116.11,122,14165.42,6708.74,47.36,In-Store
Amazon,1111111,12/15/2021,West,Nevada,Reno,Women's Street Footwear,113.27,438,49612.26,17632.2,35.54,Outlet
Sports Direct,1333333,12/15/2021,Midwest,Wisconsin,Madison,Men's Apparel,39.52,388,15333.76,6779.06,44.21,Online
Sports Direct,1333333,12/15/2021,Northeast,Massachusetts,Worcester,Women's Apparel,52.53,387,20329.11,6981.02,34.34,In-Store
West Gear,1555555,12/15/2021,West,Washington,Spokane,Men's Apparel,40.82,729,29757.78,8376.82,28.15,Outlet
Finish Line,1666666,12/15/2021,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,72.5,192,13920.0,5758.7,41.37,Online
Walmart,1222222,12/15/2021,Midwest,Ohio,Columbus,Women's Street Footwear,71.15,138,9818.7,3654.52,37.22,In-Store
West Gear,1555555,12/15/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,127.94,224,28658.56,12572.51,43.87,In-Store
Finish Line,1666666,12/16/2020,Midwest,Indiana,Fort Wayne,Women's Apparel,85.34,417,35586.78,10113.76,28.42,In-Store
Kohl's,1444444,12/16/2020,West,Washington,Spokane,Women's Apparel,53.33,532,28371.56,13677.93,48.21,Online
Amazon,1111111,12/16/2020,Midwest,Michigan,Grand Rapids,Men's Athletic Footwear,121.55,225,27348.75,8502.73,31.09,In-Store
Foot Locker,1000000,12/16/2020,South,Louisiana,New Orleans,Women's Apparel,63.42,290,18391.8,8588.97,46.7,Online
Kohl's,1444444,12/16/2020,Southeast,North Carolina,Charlotte,Women's Apparel,44.92,308,13835.36,5904.93,42.68,In-Store
Foot Locker,1000000,12/16/2020,Midwest,Michigan,Grand Rapids,Men's Athletic Footwear,123.81,584,72305.04,23940.2,33.11,Outlet
Sports Direct,1333333,12/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,97.54,581,56670.74,22690.96,40.04,Online
Foot Locker,1000000,12/16/2020,West,Washington,Spokane,Men's Athletic Footwear,102.39,637,65222.43,22443.04,34.41,In-Store
Walmart,1222222,12/16/2020,Southeast,Florida,Miami,Women's Apparel,76.99,494,38033.06,18088.52,47.56,Online
Walmart,1222222,12/16/2020,West,Washington,Spokane,Men's Athletic Footwear,137.44,283,38895.52,13850.69,35.61,In-Store
Finish Line,1666666,12/16/2020,Midwest,Wisconsin,Madison,Men's Athletic Footwear,104.3,51,5319.3,1814.41,34.11,In-Store
Walmart,1222222,12/16/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,118.33,106,12542.98,5438.64,43.36,Online
Kohl's,1444444,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,92.93,333,30945.69,9945.94,32.14,Online
Foot Locker,1000000,12/16/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,102.15,278,28397.7,8488.07,29.89,Online
West Gear,1555555,12/16/2021,West,Washington,Spokane,Men's Athletic Footwear,141.41,451,63775.91,19489.92,30.56,Online
Kohl's,1444444,12/16/2021,South,Texas,Houston,Women's Athletic Footwear,84.27,238,20056.26,6722.86,33.52,Online
Foot Locker,1000000,12/16/2021,West,Washington,Seattle,Women's Athletic Footwear,127.25,691,87929.75,38442.89,43.72,Online
Kohl's,1444444,12/16/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,100.86,442,44580.12,20988.32,47.08,Outlet
Foot Locker,1000000,12/16/2021,West,Nevada,Reno,Men's Street Footwear,121.28,802,97266.56,31514.37,32.4,Online
Amazon,1111111,12/16/2021,Northeast,New Jersey,Newark,Men's Street Footwear,111.5,618,68907.0,23993.42,34.82,Outlet
West Gear,1555555,12/16/2021,Southeast,North Carolina,Charlotte,Women's Apparel,42.18,691,29146.38,11757.65,40.34,Online
Sports Direct,1333333,12/16/2021,West,Oregon,Eugene,Women's Apparel,76.69,620,47547.8,21658.02,45.55,In-Store
Amazon,1111111,12/16/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,106.95,211,22566.45,8703.88,38.57,In-Store
Amazon,1111111,12/16/2021,West,Oregon,Eugene,Men's Athletic Footwear,132.84,367,48752.28,13787.14,28.28,In-Store
Amazon,1111111,12/17/2020,Southeast,Tennessee,Memphis,Women's Apparel,77.34,250,19335.0,5570.41,28.81,Outlet
Foot Locker,1000000,12/17/2020,Midwest,Wisconsin,Madison,Men's Athletic Footwear,84.75,708,60003.0,18966.95,31.61,Online
Walmart,1222222,12/17/2020,Northeast,New York,Buffalo,Men's Athletic Footwear,142.84,707,100987.88,37860.36,37.49,Online
Finish Line,1666666,12/17/2020,Northeast,New York,New York City,Men's Apparel,38.68,466,18024.88,8423.03,46.73,In-Store
Foot Locker,1000000,12/17/2020,Southeast,Georgia,Atlanta,Women's Apparel,57.48,102,5862.96,2498.21,42.61,Outlet
Amazon,1111111,12/17/2020,South,Arkansas,Fayetteville,Women's Athletic Footwear,116.9,604,70607.6,25305.76,35.84,In-Store
Foot Locker,1000000,12/17/2020,Northeast,Massachusetts,Worcester,Women's Athletic Footwear,110.04,256,28170.24,13524.53,48.01,Online
Kohl's,1444444,12/17/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,73.5,600,44100.0,17000.55,38.55,Online
Kohl's,1444444,12/17/2021,Southeast,Florida,Miami,Women's Apparel,75.94,136,10327.84,4852.02,46.98,In-Store
Walmart,1222222,12/17/2021,West,Oregon,Eugene,Men's Athletic Footwear,111.05,224,24875.2,10770.96,43.3,In-Store
Finish Line,1666666,12/17/2021,Midwest,Indiana,Fort Wayne,Women's Apparel,74.01,286,21166.86,6758.58,31.93,Online
Foot Locker,1000000,12/17/2021,West,Arizona,Tucson,Women's Street Footwear,81.43,88,7165.84,2652.79,37.02,In-Store
Sports Direct,1333333,12/17/2021,Midwest,Illinois,Springfield,Men's Apparel,75.48,276,20832.48,6818.47,32.73,Online
West Gear,1555555,12/17/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,38.79,211,8184.69,3922.1,47.92,In-Store
Walmart,1222222,12/17/2021,Northeast,New York,Buffalo,Men's Athletic Footwear,98.32,516,50733.12,23438.7,46.2,Outlet
Amazon,1111111,12/17/2021,Northeast,New Jersey,Newark,Men's Street Footwear,124.47,302,37589.94,16776.39,44.63,In-Store
Kohl's,1444444,12/18/2020,South,Arkansas,Little Rock,Men's Street Footwear,119.1,435,51808.5,25510.51,49.24,Outlet
Walmart,1222222,12/18/2020,West,Washington,Seattle,Men's Street Footwear,79.77,663,52887.51,23884.0,45.16,In-Store
Finish Line,1666666,12/18/2020,West,Washington,Spokane,Women's Athletic Footwear,134.12,210,28165.2,8934.0,31.72,Online
Amazon,1111111,12/18/2020,Southeast,Virginia,Virginia Beach,Men's Apparel,73.41,221,16223.61,7894.41,48.66,Outlet
Kohl's,1444444,12/18/2020,Midwest,Illinois,Chicago,Women's Athletic Footwear,96.95,348,33738.6,15357.81,45.52,In-Store
Walmart,1222222,12/18/2020,Northeast,New York,New York City,Women's Street Footwear,104.51,656,68558.56,25113.0,36.63,In-Store
Walmart,1222222,12/18/2020,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,113.92,698,79516.16,32577.77,40.97,Online
Kohl's,1444444,12/18/2020,Midwest,Michigan,Grand Rapids,Men's Street Footwear,102.83,436,44833.88,20619.1,45.99,Online
Sports Direct,1333333,12/18/2020,Southeast,Georgia,Atlanta,Men's Street Footwear,106.06,145,15378.7,6397.54,41.6,Online
Kohl's,1444444,12/18/2020,West,Washington,Seattle,Men's Street Footwear,98.44,167,16439.48,6759.91,41.12,Online
West Gear,1555555,12/18/2020,Midwest,Ohio,Cleveland,Men's Athletic Footwear,140.09,642,89937.78,44303.35,49.26,Online
Kohl's,1444444,12/18/2020,South,Mississippi,Jackson,Men's Street Footwear,129.09,209,26979.81,7592.12,28.14,In-Store
Foot Locker,1000000,12/18/2020,West,Nevada,Las Vegas,Women's Street Footwear,72.5,295,21387.5,7423.6,34.71,In-Store
Foot Locker,1000000,12/18/2020,West,Washington,Seattle,Men's Apparel,45.57,506,23058.42,6979.78,30.27,In-Store
Amazon,1111111,12/18/2020,South,Arkansas,Little Rock,Men's Street Footwear,105.18,130,13673.4,6035.44,44.14,In-Store
Finish Line,1666666,12/18/2021,Northeast,New York,New York City,Women's Street Footwear,115.04,433,49812.32,24114.14,48.41,In-Store
Walmart,1222222,12/18/2021,Northeast,New Jersey,Jersey City,Men's Street Footwear,129.71,692,89759.32,34180.35,38.08,In-Store
Sports Direct,1333333,12/18/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,132.24,720,95212.8,36933.05,38.79,Online
Sports Direct,1333333,12/18/2021,Southeast,Florida,Tampa,Women's Street Footwear,96.94,175,16964.5,4946.85,29.16,Outlet
Foot Locker,1000000,12/18/2021,Southeast,Florida,Miami,Women's Athletic Footwear,101.77,562,57194.74,23558.51,41.19,Outlet
Foot Locker,1000000,12/18/2021,West,Oregon,Eugene,Men's Street Footwear,108.52,809,87792.68,32158.46,36.63,Online
Foot Locker,1000000,12/18/2021,Northeast,Connecticut,New Haven,Women's Apparel,49.73,286,14222.78,5133.0,36.09,In-Store
Kohl's,1444444,12/18/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,123.34,86,10607.24,3999.99,37.71,In-Store
Kohl's,1444444,12/18/2021,South,Mississippi,Biloxi,Men's Street Footwear,84.98,247,20990.06,7430.48,35.4,In-Store
Kohl's,1444444,12/19/2020,Midwest,Ohio,Cleveland,Men's Athletic Footwear,96.92,157,15216.44,5155.33,33.88,In-Store
Sports Direct,1333333,12/19/2020,Northeast,Connecticut,Hartford,Women's Athletic Footwear,128.65,334,42969.1,16302.48,37.94,Online
Sports Direct,1333333,12/19/2020,Northeast,New York,Buffalo,Women's Athletic Footwear,102.57,476,48823.32,16409.52,33.61,Online
Kohl's,1444444,12/19/2020,South,Louisiana,New Orleans,Women's Apparel,44.86,250,11215.0,3907.31,34.84,Outlet
West Gear,1555555,12/19/2020,Midwest,Michigan,Detroit,Women's Athletic Footwear,137.46,108,14845.68,6169.86,41.56,In-Store
Finish Line,1666666,12/19/2020,Northeast,Connecticut,Hartford,Women's Apparel,88.77,362,32134.74,9078.06,28.25,In-Store
Finish Line,1666666,12/19/2020,South,Arkansas,Little Rock,Women's Apparel,40.16,627,25180.32,12444.11,49.42,Outlet
Finish Line,1666666,12/19/2020,West,Oregon,Eugene,Women's Street Footwear,75.0,798,59850.0,25723.53,42.98,In-Store
Foot Locker,1000000,12/19/2020,Midwest,Michigan,Grand Rapids,Men's Athletic Footwear,98.61,166,16369.26,7937.45,48.49,In-Store
Amazon,1111111,12/19/2020,Southeast,North Carolina,Charlotte,Men's Apparel,47.59,177,8423.43,3135.2,37.22,In-Store
Amazon,1111111,12/19/2020,Southeast,Virginia,Richmond,Men's Street Footwear,99.39,599,59534.61,18384.29,30.88,Online
Walmart,1222222,12/19/2020,Southeast,Virginia,Virginia Beach,Women's Apparel,59.23,323,19131.29,7476.51,39.08,Outlet
West Gear,1555555,12/19/2020,Southeast,Georgia,Savannah,Men's Athletic Footwear,116.21,56,6507.76,2329.13,35.79,Outlet
Finish Line,1666666,12/19/2020,Midwest,Wisconsin,Madison,Men's Apparel,73.95,54,3993.3,1266.28,31.71,Outlet
Walmart,1222222,12/19/2020,West,California,San Diego,Women's Street Footwear,80.23,392,31450.16,11642.85,37.02,In-Store
Finish Line,1666666,12/19/2020,West,Nevada,Reno,Women's Apparel,49.79,649,32313.71,10938.19,33.85,In-Store
Foot Locker,1000000,12/19/2020,Midwest,Ohio,Columbus,Women's Street Footwear,116.98,227,26554.46,9506.5,35.8,In-Store
Sports Direct,1333333,12/19/2020,West,Washington,Spokane,Men's Apparel,37.74,212,8000.88,3961.24,49.51,Online
West Gear,1555555,12/19/2021,Midwest,Indiana,Fort Wayne,Women's Athletic Footwear,136.6,597,81550.2,36126.74,44.3,In-Store
West Gear,1555555,12/19/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,117.73,355,41794.15,15530.71,37.16,Online
Foot Locker,1000000,12/19/2021,Northeast,Massachusetts,Worcester,Women's Apparel,43.75,332,14525.0,6961.83,47.93,Outlet
Walmart,1222222,12/19/2021,Northeast,New York,New York City,Women's Athletic Footwear,97.74,384,37532.16,10535.28,28.07,Online
Walmart,1222222,12/19/2021,South,Arkansas,Fayetteville,Men's Athletic Footwear,91.95,205,18849.75,8557.79,45.4,Outlet
West Gear,1555555,12/19/2021,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,99.49,319,31737.31,14411.91,45.41,Online
Amazon,1111111,12/19/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,126.07,110,13867.7,5139.37,37.06,In-Store
West Gear,1555555,12/19/2021,Northeast,Massachusetts,Worcester,Women's Athletic Footwear,123.94,303,37553.82,13012.4,34.65,Outlet
Amazon,1111111,12/19/2021,Northeast,Connecticut,New Haven,Men's Apparel,72.08,331,23858.48,7913.86,33.17,Outlet
Sports Direct,1333333,12/20/2020,West,Washington,Seattle,Men's Street Footwear,89.66,446,39988.36,16607.17,41.53,Outlet
Sports Direct,1333333,12/20/2020,West,Arizona,Tucson,Men's Street Footwear,109.84,169,18562.96,5700.69,30.71,Outlet
West Gear,1555555,12/20/2020,West,California,San Francisco,Women's Athletic Footwear,113.52,273,30990.96,12724.89,41.06,Outlet
Foot Locker,1000000,12/20/2020,West,Washington,Spokane,Women's Athletic Footwear,122.94,315,38726.1,18867.36,48.72,Online
Walmart,1222222,12/20/2020,West,California,Los Angeles,Women's Apparel,68.47,519,35535.93,11183.16,31.47,Online
Walmart,1222222,12/20/2020,South,Texas,Austin,Women's Street Footwear,67.39,620,41781.8,17941.1,42.94,Online
Kohl's,1444444,12/20/2020,Midwest,Michigan,Grand Rapids,Women's Street Footwear,67.45,296,19965.2,9531.39,47.74,Online
Walmart,1222222,12/20/2020,Midwest,Ohio,Columbus,Men's Street Footwear,72.27,54,3902.58,1209.8,31.0,Online
Foot Locker,1000000,12/20/2020,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,106.68,383,40858.44,13434.26,32.88,In-Store
Walmart,1222222,12/20/2020,Midwest,Michigan,Detroit,Men's Street Footwear,95.29,327,31159.83,13881.7,44.55,In-Store
Kohl's,1444444,12/20/2020,Northeast,New Jersey,Jersey City,Women's Apparel,66.13,259,17127.67,6672.94,38.96,In-Store
West Gear,1555555,12/20/2020,South,Mississippi,Biloxi,Women's Street Footwear,71.34,299,21330.66,6608.24,30.98,In-Store
Foot Locker,1000000,12/20/2020,Midwest,Illinois,Springfield,Women's Street Footwear,80.3,624,50107.2,23795.91,47.49,Outlet
Walmart,1222222,12/20/2020,West,Nevada,Reno,Women's Street Footwear,65.17,746,48616.82,20064.16,41.27,Outlet
Amazon,1111111,12/20/2021,Northeast,Massachusetts,Worcester,Men's Street Footwear,88.93,573,50956.89,24928.11,48.92,Online
Walmart,1222222,12/20/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,127.25,227,28885.75,10788.83,37.35,Online
Walmart,1222222,12/20/2021,West,Oregon,Eugene,Men's Apparel,56.15,109,6120.35,1798.77,29.39,Online
Sports Direct,1333333,12/20/2021,South,Texas,Dallas,Men's Street Footwear,126.91,181,22970.71,9666.07,42.08,Online
Walmart,1222222,12/20/2021,Southeast,Virginia,Richmond,Men's Apparel,73.18,324,23710.32,11563.52,48.77,In-Store
Foot Locker,1000000,12/20/2021,Midwest,Ohio,Cleveland,Men's Street Footwear,89.36,587,52454.32,23284.47,44.39,Outlet
Foot Locker,1000000,12/20/2021,Northeast,Pennsylvania,Pittsburgh,Women's Apparel,75.08,510,38290.8,12628.31,32.98,In-Store
Walmart,1222222,12/20/2021,Northeast,New Jersey,Newark,Men's Street Footwear,73.52,129,9484.08,3418.06,36.04,In-Store
Amazon,1111111,12/20/2021,West,California,Los Angeles,Women's Apparel,86.91,235,20423.85,8165.46,39.98,Online
Foot Locker,1000000,12/20/2021,Midwest,Illinois,Springfield,Men's Athletic Footwear,134.24,318,42688.32,19777.5,46.33,In-Store
Sports Direct,1333333,12/20/2021,Northeast,Connecticut,New Haven,Men's Athletic Footwear,114.89,678,77895.42,32474.6,41.69,Outlet
Walmart,1222222,12/20/2021,Northeast,Pennsylvania,Pittsburgh,Women's Athletic Footwear,104.3,578,60285.4,20400.58,33.84,In-Store
Amazon,1111111,12/20/2021,Northeast,New York,Buffalo,Women's Street Footwear,67.84,450,30528.0,12882.82,42.2,Online
Foot Locker,1000000,12/20/2021,Northeast,Connecticut,New Haven,Women's Street Footwear,73.61,159,11703.99,4380.8,37.43,Online
Walmart,1222222,12/20/2021,West,Arizona,Phoenix,Men's Athletic Footwear,111.22,771,85750.62,32773.89,38.22,Online
Foot Locker,1000000,12/21/2020,Southeast,North Carolina,Raleigh,Women's Athletic Footwear,92.16,173,15943.68,5895.97,36.98,Outlet
Sports Direct,1333333,12/21/2020,Southeast,Virginia,Richmond,Men's Street Footwear,91.58,404,36998.32,14540.34,39.3,In-Store
Finish Line,1666666,12/21/2020,Southeast,Georgia,Atlanta,Women's Athletic Footwear,76.51,454,34735.54,16426.44,47.29,Online
Foot Locker,1000000,12/21/2020,Northeast,Connecticut,New Haven,Women's Street Footwear,95.94,537,51519.78,24399.77,47.36,In-Store
Amazon,1111111,12/21/2020,West,California,San Diego,Women's Apparel,68.0,167,11356.0,3940.53,34.7,Online
Kohl's,1444444,12/21/2020,Southeast,Georgia,Savannah,Women's Apparel,42.34,645,27309.3,12925.49,47.33,Online
Kohl's,1444444,12/21/2020,West,Washington,Seattle,Women's Street Footwear,91.55,323,29570.65,11364.0,38.43,In-Store
Foot Locker,1000000,12/21/2020,South,Texas,Dallas,Men's Athletic Footwear,130.1,580,75458.0,32688.41,43.32,Online
Walmart,1222222,12/21/2021,South,Texas,Austin,Men's Apparel,45.96,169,7767.24,2991.94,38.52,Online
West Gear,1555555,12/21/2021,Southeast,Florida,Orlando,Men's Apparel,49.83,303,15098.49,6546.71,43.36,Online
Foot Locker,1000000,12/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,114.32,186,21263.52,6400.32,30.1,Outlet
Amazon,1111111,12/21/2021,West,Arizona,Phoenix,Men's Street Footwear,95.64,572,54706.08,24924.09,45.56,Online
Amazon,1111111,12/21/2021,Northeast,Connecticut,New Haven,Women's Athletic Footwear,106.92,60,6415.2,2988.2,46.58,Outlet
Foot Locker,1000000,12/21/2021,West,Arizona,Tucson,Men's Street Footwear,82.93,590,48928.7,22546.34,46.08,Outlet
Foot Locker,1000000,12/21/2021,Northeast,New Jersey,Jersey City,Men's Apparel,65.29,615,40153.35,15451.01,38.48,Outlet
Finish Line,1666666,12/21/2021,West,Oregon,Eugene,Men's Apparel,62.57,136,8509.52,3380.83,39.73,Online
Walmart,1222222,12/21/2021,Northeast,Massachusetts,Worcester,Women's Apparel,60.83,170,10341.1,4285.35,41.44,Online
Kohl's,1444444,12/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,129.08,138,17813.04,7438.73,41.76,Outlet
Amazon,1111111,12/21/2021,Southeast,Virginia,Virginia Beach,Men's Street Footwear,75.53,399,30136.47,10785.84,35.79,Online
Walmart,1222222,12/21/2021,South,Arkansas,Fayetteville,Men's Street Footwear,122.91,486,59734.26,17376.7,29.09,Online
Amazon,1111111,12/21/2021,Southeast,Tennessee,Memphis,Men's Apparel,52.91,418,22116.38,7232.06,32.7,In-Store
West Gear,1555555,12/21/2021,Southeast,North Carolina,Raleigh,Women's Athletic Footwear,103.5,379,39226.5,15121.82,38.55,Online
Amazon,1111111,12/21/2021,South,Mississippi,Biloxi,Men's Street Footwear,124.77,81,10106.37,2863.13,28.33,Outlet
Sports Direct,1333333,12/21/2021,South,Arkansas,Fayetteville,Men's Athletic Footwear,94.04,95,8933.8,2815.04,31.51,In-Store
Sports Direct,1333333,12/22/2020,Southeast,Georgia,Atlanta,Women's Athletic Footwear,96.18,665,63959.7,18906.49,29.56,Outlet
Kohl's,1444444,12/22/2020,Northeast,Connecticut,Hartford,Men's Athletic Footwear,137.37,61,8379.57,3320.82,39.63,In-Store
Finish Line,1666666,12/22/2020,Midwest,Wisconsin,Madison,Men's Apparel,64.55,70,4518.5,1604.07,35.5,Outlet
Finish Line,1666666,12/22/2020,South,Louisiana,Baton Rouge,Men's Street Footwear,106.98,258,27600.84,9649.25,34.96,In-Store
Amazon,1111111,12/22/2020,Northeast,New Jersey,Newark,Men's Apparel,40.32,294,11854.08,4523.52,38.16,Online
Amazon,1111111,12/22/2020,Midwest,Ohio,Cleveland,Men's Athletic Footwear,141.11,47,6632.17,2326.57,35.08,In-Store
West Gear,1555555,12/22/2020,West,California,Los Angeles,Women's Apparel,56.78,406,23052.68,6715.25,29.13,In-Store
West Gear,1555555,12/22/2020,Northeast,New York,Buffalo,Women's Apparel,55.93,351,19631.43,9796.08,49.9,Online
West Gear,1555555,12/22/2020,South,Arkansas,Fayetteville,Women's Apparel,56.3,461,25954.3,11422.49,44.01,Outlet
Sports Direct,1333333,12/22/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,79.64,619,49297.16,15415.22,31.27,Outlet
Foot Locker,1000000,12/22/2020,Northeast,New York,New York City,Men's Apparel,60.68,587,35619.16,12452.46,34.96,Online
Walmart,1222222,12/22/2020,West,California,San Francisco,Men's Athletic Footwear,108.58,462,50163.96,19874.96,39.62,Online
Sports Direct,1333333,12/22/2020,West,Washington,Seattle,Women's Street Footwear,104.4,651,67964.4,22326.31,32.85,In-Store
Foot Locker,1000000,12/22/2020,Midwest,Ohio,Columbus,Men's Street Footwear,105.8,351,37135.8,12132.27,32.67,Online
West Gear,1555555,12/22/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,81.31,220,17888.2,7784.94,43.52,Online
Finish Line,1666666,12/22/2020,West,California,Los Angeles,Men's Athletic Footwear,141.28,459,64847.52,20426.97,31.5,Online
Walmart,1222222,12/22/2020,Midwest,Ohio,Cleveland,Women's Apparel,69.79,503,35104.37,16944.88,48.27,Online
Sports Direct,1333333,12/22/2021,West,Nevada,Reno,Men's Apparel,81.72,823,67255.56,22880.34,34.02,Online
West Gear,1555555,12/22/2021,Northeast,Connecticut,New Haven,Men's Street Footwear,113.88,322,36669.36,14018.7,38.23,In-Store
Amazon,1111111,12/22/2021,Midwest,Illinois,Springfield,Women's Athletic Footwear,122.62,252,30900.24,13413.79,43.41,In-Store
Foot Locker,1000000,12/22/2021,Southeast,Florida,Miami,Men's Athletic Footwear,112.33,354,39764.82,16685.32,41.96,Outlet
Finish Line,1666666,12/22/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,70.18,84,5895.12,1937.14,32.86,Online
Finish Line,1666666,12/22/2021,South,Mississippi,Jackson,Men's Street Footwear,73.54,190,13972.6,5542.93,39.67,Outlet
Finish Line,1666666,12/22/2021,West,Oregon,Eugene,Men's Apparel,72.39,260,18821.4,8415.05,44.71,Online
Finish Line,1666666,12/22/2021,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,143.78,332,47734.96,17122.53,35.87,In-Store
Finish Line,1666666,12/22/2021,Southeast,Florida,Miami,Men's Street Footwear,73.28,553,40523.84,18661.23,46.05,In-Store
Sports Direct,1333333,12/22/2021,West,Arizona,Tucson,Men's Street Footwear,82.4,173,14255.2,4183.9,29.35,Online
Kohl's,1444444,12/22/2021,Southeast,Florida,Tampa,Men's Street Footwear,100.62,253,25456.86,10282.03,40.39,In-Store
Sports Direct,1333333,12/23/2020,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,107.03,120,12843.6,4655.81,36.25,In-Store
Kohl's,1444444,12/23/2020,South,Oklahoma,Tulsa,Men's Street Footwear,80.24,408,32737.92,10466.31,31.97,Outlet
Walmart,1222222,12/23/2020,South,Louisiana,Baton Rouge,Men's Street Footwear,117.21,387,45360.27,13626.23,30.04,Outlet
Sports Direct,1333333,12/23/2020,Northeast,New York,Buffalo,Men's Athletic Footwear,89.53,177,15846.81,6882.27,43.43,Outlet
Amazon,1111111,12/23/2020,South,Texas,Dallas,Women's Apparel,49.08,407,19975.56,7265.11,36.37,Online
Amazon,1111111,12/23/2020,Midwest,Indiana,Fort Wayne,Women's Athletic Footwear,127.51,546,69620.46,30403.25,43.67,Outlet
West Gear,1555555,12/23/2020,Midwest,Ohio,Columbus,Men's Athletic Footwear,87.17,610,53173.7,15659.65,29.45,In-Store
Sports Direct,1333333,12/23/2020,West,California,Los Angeles,Women's Street Footwear,89.88,236,21211.68,9534.65,44.95,Online
Finish Line,1666666,12/23/2020,Northeast,New York,Buffalo,Women's Apparel,87.83,720,63237.6,21159.3,33.46,Outlet
Foot Locker,1000000,12/23/2020,West,Arizona,Tucson,Women's Apparel,84.19,832,70046.08,23640.55,33.75,In-Store
West Gear,1555555,12/23/2020,South,Arkansas,Fayetteville,Men's Athletic Footwear,101.7,178,18102.6,8618.65,47.61,Outlet
West Gear,1555555,12/23/2020,Northeast,Connecticut,New Haven,Women's Street Footwear,114.52,740,84744.8,35033.5,41.34,In-Store
Walmart,1222222,12/23/2020,South,Texas,Houston,Men's Athletic Footwear,91.97,52,4782.44,1504.08,31.45,Online
Amazon,1111111,12/23/2020,West,Oregon,Eugene,Men's Athletic Footwear,127.85,61,7798.85,3631.92,46.57,In-Store
